transaction_id,bank_id,customer_id,amount,timestamp,txn_date,txn_year,txn_month,txn_day,txn_hour
TXN_0027417,BANK_5,CUST_0134,4321.12,2025-09-09 05:47:22,2025-09-09,2025,9,9,5
TXN_0027390,BANK_5,CUST_0192,991.54,2025-09-09 05:42:35,2025-09-09,2025,9,9,5
TXN_0026872,BANK_1,CUST_0183,498.3,2025-09-09 05:42:30,2025-09-09,2025,9,9,5
TXN_0026884,BANK_1,CUST_0138,8827.56,2025-09-09 05:40:32,2025-09-09,2025,9,9,5
TXN_0027322,BANK_5,CUST_0101,2106.69,2025-09-09 05:40:24,2025-09-09,2025,9,9,5
TXN_0027407,BANK_5,CUST_0043,4508.25,2025-09-09 05:36:35,2025-09-09,2025,9,9,5
TXN_0026955,BANK_2,CUST_0168,2905.58,2025-09-09 05:35:11,2025-09-09,2025,9,9,5
TXN_0026887,BANK_1,CUST_0091,1557.91,2025-09-09 05:27:59,2025-09-09,2025,9,9,5
TXN_0027273,BANK_4,CUST_0092,1057.94,2025-09-09 05:25:55,2025-09-09,2025,9,9,5
TXN_0027088,BANK_2,CUST_0070,210.58,2025-09-09 05:25:01,2025-09-09,2025,9,9,5
TXN_0026980,BANK_2,CUST_0186,804.99,2025-09-09 05:23:41,2025-09-09,2025,9,9,5
TXN_0027006,BANK_2,CUST_0149,3452.67,2025-09-09 05:22:19,2025-09-09,2025,9,9,5
TXN_0027150,BANK_3,CUST_0019,3736.66,2025-09-09 05:21:41,2025-09-09,2025,9,9,5
TXN_0027191,BANK_3,CUST_0045,439.16,2025-09-09 05:21:12,2025-09-09,2025,9,9,5
TXN_0027318,BANK_5,CUST_0061,3128.97,2025-09-09 05:19:20,2025-09-09,2025,9,9,5
TXN_0027298,BANK_4,CUST_0072,3964.24,2025-09-09 05:15:11,2025-09-09,2025,9,9,5
TXN_0027386,BANK_5,CUST_0137,599.78,2025-09-09 05:12:58,2025-09-09,2025,9,9,5
TXN_0027295,BANK_4,CUST_0096,4051.85,2025-09-09 05:10:25,2025-09-09,2025,9,9,5
TXN_0027078,BANK_2,CUST_0196,2269.06,2025-09-09 05:00:53,2025-09-09,2025,9,9,5
TXN_0027378,BANK_5,CUST_0194,346.63,2025-09-09 05:00:48,2025-09-09,2025,9,9,5
TXN_0027484,BANK_5,CUST_0024,1026.3,2025-09-09 04:57:45,2025-09-09,2025,9,9,4
TXN_0026929,BANK_1,CUST_0033,1226.39,2025-09-09 04:57:27,2025-09-09,2025,9,9,4
TXN_0026916,BANK_1,CUST_0068,687.75,2025-09-09 04:56:13,2025-09-09,2025,9,9,4
TXN_0027434,BANK_5,CUST_0094,5254.78,2025-09-09 04:52:51,2025-09-09,2025,9,9,4
TXN_0027148,BANK_3,CUST_0114,532.99,2025-09-09 04:52:28,2025-09-09,2025,9,9,4
TXN_0026994,BANK_2,CUST_0085,4992.82,2025-09-09 04:51:54,2025-09-09,2025,9,9,4
TXN_0027154,BANK_3,CUST_0144,1709.72,2025-09-09 04:49:10,2025-09-09,2025,9,9,4
TXN_0027346,BANK_5,CUST_0153,73.85,2025-09-09 04:47:06,2025-09-09,2025,9,9,4
TXN_0026956,BANK_2,CUST_0028,3069.75,2025-09-09 04:43:56,2025-09-09,2025,9,9,4
TXN_0027358,BANK_5,CUST_0041,59.06,2025-09-09 04:42:59,2025-09-09,2025,9,9,4
TXN_0027105,BANK_2,CUST_0053,1134.62,2025-09-09 04:36:43,2025-09-09,2025,9,9,4
TXN_0027212,BANK_3,CUST_0043,1935.02,2025-09-09 04:35:17,2025-09-09,2025,9,9,4
TXN_0027240,BANK_3,CUST_0150,960.53,2025-09-09 04:32:35,2025-09-09,2025,9,9,4
TXN_0027011,BANK_2,CUST_0029,4329.44,2025-09-09 04:32:19,2025-09-09,2025,9,9,4
TXN_0027450,BANK_5,CUST_0001,2543.75,2025-09-09 04:29:07,2025-09-09,2025,9,9,4
TXN_0026939,BANK_2,CUST_0118,63.77,2025-09-09 04:28:10,2025-09-09,2025,9,9,4
TXN_0027487,BANK_5,CUST_0069,12102.07,2025-09-09 04:26:10,2025-09-09,2025,9,9,4
TXN_0027015,BANK_2,CUST_0006,1075.15,2025-09-09 04:22:44,2025-09-09,2025,9,9,4
TXN_0026958,BANK_2,CUST_0034,254.64,2025-09-09 04:21:52,2025-09-09,2025,9,9,4
TXN_0027292,BANK_4,CUST_0009,297.08,2025-09-09 04:20:07,2025-09-09,2025,9,9,4
TXN_0027449,BANK_5,CUST_0033,162.2,2025-09-09 04:14:14,2025-09-09,2025,9,9,4
TXN_0026930,BANK_1,CUST_0014,270.79,2025-09-09 04:12:49,2025-09-09,2025,9,9,4
TXN_0027414,BANK_5,CUST_0096,328.92,2025-09-09 04:07:45,2025-09-09,2025,9,9,4
TXN_0027019,BANK_2,CUST_0026,2755.49,2025-09-09 04:07:39,2025-09-09,2025,9,9,4
TXN_0027354,BANK_5,CUST_0178,1595.35,2025-09-09 04:07:19,2025-09-09,2025,9,9,4
TXN_0027300,BANK_4,CUST_0172,843.21,2025-09-09 04:07:12,2025-09-09,2025,9,9,4
TXN_0027225,BANK_3,CUST_0179,249.64,2025-09-09 04:06:31,2025-09-09,2025,9,9,4
TXN_0027375,BANK_5,CUST_0010,151.27,2025-09-09 04:04:45,2025-09-09,2025,9,9,4
TXN_0027412,BANK_5,CUST_0063,1866.47,2025-09-09 04:01:42,2025-09-09,2025,9,9,4
TXN_0027194,BANK_3,CUST_0080,325.14,2025-09-09 04:00:58,2025-09-09,2025,9,9,4
TXN_0027173,BANK_3,CUST_0176,31.67,2025-09-09 03:58:14,2025-09-09,2025,9,9,3
TXN_0027257,BANK_4,CUST_0200,2242.51,2025-09-09 03:56:02,2025-09-09,2025,9,9,3
TXN_0027321,BANK_5,CUST_0069,2830.86,2025-09-09 03:51:40,2025-09-09,2025,9,9,3
TXN_0026970,BANK_2,CUST_0162,465.88,2025-09-09 03:49:46,2025-09-09,2025,9,9,3
TXN_0026941,BANK_2,CUST_0128,442.06,2025-09-09 03:45:36,2025-09-09,2025,9,9,3
TXN_0027034,BANK_2,CUST_0195,2767.42,2025-09-09 03:44:30,2025-09-09,2025,9,9,3
TXN_0027305,BANK_5,CUST_0064,673.16,2025-09-09 03:38:09,2025-09-09,2025,9,9,3
TXN_0027172,BANK_3,CUST_0138,1206.51,2025-09-09 03:35:54,2025-09-09,2025,9,9,3
TXN_0026885,BANK_1,CUST_0153,2248.12,2025-09-09 03:29:49,2025-09-09,2025,9,9,3
TXN_0027159,BANK_3,CUST_0015,2931.34,2025-09-09 03:27:07,2025-09-09,2025,9,9,3
TXN_0027050,BANK_2,CUST_0006,645.87,2025-09-09 03:26:27,2025-09-09,2025,9,9,3
TXN_0027285,BANK_4,CUST_0166,5647.18,2025-09-09 03:24:51,2025-09-09,2025,9,9,3
TXN_0027271,BANK_4,CUST_0190,508.06,2025-09-09 03:22:41,2025-09-09,2025,9,9,3
TXN_0027136,BANK_3,CUST_0116,5571.06,2025-09-09 03:22:22,2025-09-09,2025,9,9,3
TXN_0027337,BANK_5,CUST_0139,365.07,2025-09-09 03:20:32,2025-09-09,2025,9,9,3
TXN_0026991,BANK_2,CUST_0113,747.05,2025-09-09 03:18:38,2025-09-09,2025,9,9,3
TXN_0027109,BANK_2,CUST_0042,3675.07,2025-09-09 03:16:07,2025-09-09,2025,9,9,3
TXN_0026862,BANK_1,CUST_0184,405.36,2025-09-09 03:15:55,2025-09-09,2025,9,9,3
TXN_0027401,BANK_5,CUST_0066,1120.09,2025-09-09 03:13:12,2025-09-09,2025,9,9,3
TXN_0027031,BANK_2,CUST_0064,1800.52,2025-09-09 03:12:53,2025-09-09,2025,9,9,3
TXN_0026900,BANK_1,CUST_0122,2062.4,2025-09-09 03:08:48,2025-09-09,2025,9,9,3
TXN_0027157,BANK_3,CUST_0004,1178.91,2025-09-09 03:07:50,2025-09-09,2025,9,9,3
TXN_0027146,BANK_3,CUST_0001,3057.79,2025-09-09 03:04:09,2025-09-09,2025,9,9,3
TXN_0027152,BANK_3,CUST_0175,510.86,2025-09-09 02:59:20,2025-09-09,2025,9,9,2
TXN_0027256,BANK_4,CUST_0148,1964.14,2025-09-09 02:56:42,2025-09-09,2025,9,9,2
TXN_0026911,BANK_1,CUST_0018,4229.03,2025-09-09 02:54:05,2025-09-09,2025,9,9,2
TXN_0027432,BANK_5,CUST_0132,884.91,2025-09-09 02:48:44,2025-09-09,2025,9,9,2
TXN_0027355,BANK_5,CUST_0039,38.53,2025-09-09 02:44:08,2025-09-09,2025,9,9,2
TXN_0026981,BANK_2,CUST_0131,9975.16,2025-09-09 02:40:56,2025-09-09,2025,9,9,2
TXN_0027460,BANK_5,CUST_0152,4634.32,2025-09-09 02:36:14,2025-09-09,2025,9,9,2
TXN_0027091,BANK_2,CUST_0170,748.6,2025-09-09 02:35:06,2025-09-09,2025,9,9,2
TXN_0027183,BANK_3,CUST_0068,5167.55,2025-09-09 02:34:00,2025-09-09,2025,9,9,2
TXN_0026977,BANK_2,CUST_0054,718.96,2025-09-09 02:33:13,2025-09-09,2025,9,9,2
TXN_0027217,BANK_3,CUST_0036,3508.34,2025-09-09 02:32:02,2025-09-09,2025,9,9,2
TXN_0027076,BANK_2,CUST_0121,2061.45,2025-09-09 02:31:14,2025-09-09,2025,9,9,2
TXN_0027218,BANK_3,CUST_0174,314.92,2025-09-09 02:30:24,2025-09-09,2025,9,9,2
TXN_0027485,BANK_5,CUST_0169,3866.36,2025-09-09 02:30:24,2025-09-09,2025,9,9,2
TXN_0026867,BANK_1,CUST_0104,3435.69,2025-09-09 02:27:44,2025-09-09,2025,9,9,2
TXN_0026998,BANK_2,CUST_0173,1001.35,2025-09-09 02:26:51,2025-09-09,2025,9,9,2
TXN_0027452,BANK_5,CUST_0129,4348.66,2025-09-09 02:26:05,2025-09-09,2025,9,9,2
TXN_0026901,BANK_1,CUST_0157,1480.79,2025-09-09 02:24:46,2025-09-09,2025,9,9,2
TXN_0027356,BANK_5,CUST_0157,5508.06,2025-09-09 02:18:50,2025-09-09,2025,9,9,2
TXN_0027147,BANK_3,CUST_0153,4270.55,2025-09-09 02:18:38,2025-09-09,2025,9,9,2
TXN_0027320,BANK_5,CUST_0118,2199.25,2025-09-09 02:13:30,2025-09-09,2025,9,9,2
TXN_0027306,BANK_5,CUST_0091,4228.63,2025-09-09 02:10:21,2025-09-09,2025,9,9,2
TXN_0027308,BANK_5,CUST_0189,760.87,2025-09-09 02:08:02,2025-09-09,2025,9,9,2
TXN_0027283,BANK_4,CUST_0006,525.96,2025-09-09 02:06:09,2025-09-09,2025,9,9,2
TXN_0026986,BANK_2,CUST_0109,7765.4,2025-09-09 02:03:36,2025-09-09,2025,9,9,2
TXN_0027473,BANK_5,CUST_0200,3022.51,2025-09-09 02:03:27,2025-09-09,2025,9,9,2
TXN_0027041,BANK_2,CUST_0125,4773.32,2025-09-09 02:03:08,2025-09-09,2025,9,9,2
TXN_0026895,BANK_1,CUST_0142,444.92,2025-09-09 01:58:36,2025-09-09,2025,9,9,1
TXN_0026938,BANK_2,CUST_0185,3976.42,2025-09-09 01:54:02,2025-09-09,2025,9,9,1
TXN_0026904,BANK_1,CUST_0155,3098.24,2025-09-09 01:50:16,2025-09-09,2025,9,9,1
TXN_0027022,BANK_2,CUST_0059,2145.09,2025-09-09 01:49:26,2025-09-09,2025,9,9,1
TXN_0027151,BANK_3,CUST_0033,969.87,2025-09-09 01:44:27,2025-09-09,2025,9,9,1
TXN_0027193,BANK_3,CUST_0015,129.66,2025-09-09 01:42:25,2025-09-09,2025,9,9,1
TXN_0027361,BANK_5,CUST_0161,4148.56,2025-09-09 01:38:52,2025-09-09,2025,9,9,1
TXN_0027480,BANK_5,CUST_0047,366.15,2025-09-09 01:38:14,2025-09-09,2025,9,9,1
TXN_0026877,BANK_1,CUST_0082,1300.27,2025-09-09 01:36:00,2025-09-09,2025,9,9,1
TXN_0026865,BANK_1,CUST_0159,1792.06,2025-09-09 01:31:56,2025-09-09,2025,9,9,1
TXN_0027462,BANK_5,CUST_0191,1828.24,2025-09-09 01:26:57,2025-09-09,2025,9,9,1
TXN_0027118,BANK_2,CUST_0166,6635.39,2025-09-09 01:25:08,2025-09-09,2025,9,9,1
TXN_0027444,BANK_5,CUST_0071,3402.27,2025-09-09 01:20:11,2025-09-09,2025,9,9,1
TXN_0027334,BANK_5,CUST_0006,4108.48,2025-09-09 01:16:08,2025-09-09,2025,9,9,1
TXN_0027482,BANK_5,CUST_0159,1894.62,2025-09-09 01:15:19,2025-09-09,2025,9,9,1
TXN_0027094,BANK_2,CUST_0178,1575.93,2025-09-09 01:15:09,2025-09-09,2025,9,9,1
TXN_0026934,BANK_1,CUST_0174,1015.87,2025-09-09 01:13:22,2025-09-09,2025,9,9,1
TXN_0027359,BANK_5,CUST_0074,33.45,2025-09-09 01:12:16,2025-09-09,2025,9,9,1
TXN_0027232,BANK_3,CUST_0063,4133.82,2025-09-09 01:11:14,2025-09-09,2025,9,9,1
TXN_0027037,BANK_2,CUST_0197,1881.52,2025-09-09 01:09:50,2025-09-09,2025,9,9,1
TXN_0027345,BANK_5,CUST_0049,365.52,2025-09-09 01:09:02,2025-09-09,2025,9,9,1
TXN_0027169,BANK_3,CUST_0039,5207.78,2025-09-09 00:58:47,2025-09-09,2025,9,9,0
TXN_0026898,BANK_1,CUST_0024,3388.24,2025-09-09 00:58:18,2025-09-09,2025,9,9,0
TXN_0027199,BANK_3,CUST_0054,1897.33,2025-09-09 00:55:27,2025-09-09,2025,9,9,0
TXN_0027085,BANK_2,CUST_0013,5844.07,2025-09-09 00:53:03,2025-09-09,2025,9,9,0
TXN_0027236,BANK_3,CUST_0055,2578.14,2025-09-09 00:50:12,2025-09-09,2025,9,9,0
TXN_0027478,BANK_5,CUST_0029,4508.09,2025-09-09 00:50:08,2025-09-09,2025,9,9,0
TXN_0027481,BANK_5,CUST_0129,1860.97,2025-09-09 00:48:45,2025-09-09,2025,9,9,0
TXN_0027018,BANK_2,CUST_0187,894.87,2025-09-09 00:47:06,2025-09-09,2025,9,9,0
TXN_0027351,BANK_5,CUST_0154,1243.92,2025-09-09 00:46:34,2025-09-09,2025,9,9,0
TXN_0026979,BANK_2,CUST_0194,674.14,2025-09-09 00:45:49,2025-09-09,2025,9,9,0
TXN_0027382,BANK_5,CUST_0014,40.77,2025-09-09 00:44:26,2025-09-09,2025,9,9,0
TXN_0027237,BANK_3,CUST_0073,2320.74,2025-09-09 00:40:36,2025-09-09,2025,9,9,0
TXN_0027467,BANK_5,CUST_0181,734.37,2025-09-09 00:38:16,2025-09-09,2025,9,9,0
TXN_0027324,BANK_5,CUST_0057,1386.96,2025-09-09 00:27:59,2025-09-09,2025,9,9,0
TXN_0027286,BANK_4,CUST_0122,885.16,2025-09-09 00:23:05,2025-09-09,2025,9,9,0
TXN_0027238,BANK_3,CUST_0035,1093.5,2025-09-09 00:21:44,2025-09-09,2025,9,9,0
TXN_0027457,BANK_5,CUST_0188,1167.25,2025-09-09 00:19:09,2025-09-09,2025,9,9,0
TXN_0027475,BANK_5,CUST_0160,5886.26,2025-09-09 00:17:53,2025-09-09,2025,9,9,0
TXN_0027392,BANK_5,CUST_0074,9053.8,2025-09-09 00:15:34,2025-09-09,2025,9,9,0
TXN_0026864,BANK_1,CUST_0001,1184.54,2025-09-09 00:15:17,2025-09-09,2025,9,9,0
TXN_0027068,BANK_2,CUST_0009,641.72,2025-09-09 00:14:27,2025-09-09,2025,9,9,0
TXN_0027367,BANK_5,CUST_0030,1407.29,2025-09-09 00:09:29,2025-09-09,2025,9,9,0
TXN_0027258,BANK_4,CUST_0170,1944.18,2025-09-08 23:57:44,2025-09-08,2025,9,8,23
TXN_0027458,BANK_5,CUST_0013,269.75,2025-09-08 23:56:18,2025-09-08,2025,9,8,23
TXN_0026983,BANK_2,CUST_0021,12098.41,2025-09-08 23:55:57,2025-09-08,2025,9,8,23
TXN_0027133,BANK_3,CUST_0133,1365.84,2025-09-08 23:53:11,2025-09-08,2025,9,8,23
TXN_0027293,BANK_4,CUST_0132,619.91,2025-09-08 23:47:18,2025-09-08,2025,9,8,23
TXN_0027165,BANK_3,CUST_0092,1807.69,2025-09-08 23:43:55,2025-09-08,2025,9,8,23
TXN_0027276,BANK_4,CUST_0169,71.4,2025-09-08 23:41:39,2025-09-08,2025,9,8,23
TXN_0027120,BANK_2,CUST_0194,91.89,2025-09-08 23:40:38,2025-09-08,2025,9,8,23
TXN_0027139,BANK_3,CUST_0102,424.62,2025-09-08 23:37:52,2025-09-08,2025,9,8,23
TXN_0027135,BANK_3,CUST_0010,1453.73,2025-09-08 23:36:52,2025-09-08,2025,9,8,23
TXN_0027410,BANK_5,CUST_0124,1898.96,2025-09-08 23:32:28,2025-09-08,2025,9,8,23
TXN_0027192,BANK_3,CUST_0157,2267.72,2025-09-08 23:28:47,2025-09-08,2025,9,8,23
TXN_0026876,BANK_1,CUST_0193,279.35,2025-09-08 23:26:45,2025-09-08,2025,9,8,23
TXN_0027197,BANK_3,CUST_0165,86.51,2025-09-08 23:24:38,2025-09-08,2025,9,8,23
TXN_0027163,BANK_3,CUST_0150,2889.45,2025-09-08 23:23:57,2025-09-08,2025,9,8,23
TXN_0026896,BANK_1,CUST_0020,1612.39,2025-09-08 23:23:13,2025-09-08,2025,9,8,23
TXN_0027047,BANK_2,CUST_0088,1749.73,2025-09-08 23:22:26,2025-09-08,2025,9,8,23
TXN_0027101,BANK_2,CUST_0161,717.07,2025-09-08 23:21:38,2025-09-08,2025,9,8,23
TXN_0026894,BANK_1,CUST_0101,375.75,2025-09-08 23:21:25,2025-09-08,2025,9,8,23
TXN_0027027,BANK_2,CUST_0146,505.34,2025-09-08 23:20:46,2025-09-08,2025,9,8,23
TXN_0027039,BANK_2,CUST_0122,3195.13,2025-09-08 23:16:25,2025-09-08,2025,9,8,23
TXN_0027004,BANK_2,CUST_0047,598.73,2025-09-08 23:14:56,2025-09-08,2025,9,8,23
TXN_0027370,BANK_5,CUST_0176,457.59,2025-09-08 23:14:22,2025-09-08,2025,9,8,23
TXN_0027384,BANK_5,CUST_0120,185.67,2025-09-08 23:13:37,2025-09-08,2025,9,8,23
TXN_0027067,BANK_2,CUST_0158,1956.28,2025-09-08 23:11:45,2025-09-08,2025,9,8,23
TXN_0027230,BANK_3,CUST_0127,956.82,2025-09-08 23:11:39,2025-09-08,2025,9,8,23
TXN_0026919,BANK_1,CUST_0095,66.46,2025-09-08 23:07:28,2025-09-08,2025,9,8,23
TXN_0027425,BANK_5,CUST_0044,580.17,2025-09-08 23:02:54,2025-09-08,2025,9,8,23
TXN_0027030,BANK_2,CUST_0108,4641.97,2025-09-08 23:01:50,2025-09-08,2025,9,8,23
TXN_0027001,BANK_2,CUST_0159,10890.12,2025-09-08 23:01:36,2025-09-08,2025,9,8,23
TXN_0027095,BANK_2,CUST_0092,2910.7,2025-09-08 23:00:25,2025-09-08,2025,9,8,23
TXN_0027439,BANK_5,CUST_0012,213.58,2025-09-08 23:00:16,2025-09-08,2025,9,8,23
TXN_0027145,BANK_3,CUST_0084,2466.12,2025-09-08 22:57:30,2025-09-08,2025,9,8,22
TXN_0027241,BANK_4,CUST_0048,1189.39,2025-09-08 22:56:48,2025-09-08,2025,9,8,22
TXN_0026921,BANK_1,CUST_0103,2850.2,2025-09-08 22:55:55,2025-09-08,2025,9,8,22
TXN_0027220,BANK_3,CUST_0200,5402.76,2025-09-08 22:55:37,2025-09-08,2025,9,8,22
TXN_0026906,BANK_1,CUST_0198,551.68,2025-09-08 22:54:04,2025-09-08,2025,9,8,22
TXN_0027289,BANK_4,CUST_0156,2123.41,2025-09-08 22:53:26,2025-09-08,2025,9,8,22
TXN_0027426,BANK_5,CUST_0071,2343.54,2025-09-08 22:53:05,2025-09-08,2025,9,8,22
TXN_0027008,BANK_2,CUST_0197,364.85,2025-09-08 22:51:52,2025-09-08,2025,9,8,22
TXN_0026922,BANK_1,CUST_0130,246.87,2025-09-08 22:50:03,2025-09-08,2025,9,8,22
TXN_0027052,BANK_2,CUST_0007,2705.66,2025-09-08 22:49:51,2025-09-08,2025,9,8,22
TXN_0027365,BANK_5,CUST_0167,785.53,2025-09-08 22:45:07,2025-09-08,2025,9,8,22
TXN_0026880,BANK_1,CUST_0099,3956.29,2025-09-08 22:44:40,2025-09-08,2025,9,8,22
TXN_0026878,BANK_1,CUST_0195,354.6,2025-09-08 22:42:51,2025-09-08,2025,9,8,22
TXN_0027160,BANK_3,CUST_0014,2733.59,2025-09-08 22:36:00,2025-09-08,2025,9,8,22
TXN_0027357,BANK_5,CUST_0064,731.66,2025-09-08 22:34:17,2025-09-08,2025,9,8,22
TXN_0026897,BANK_1,CUST_0060,1959.58,2025-09-08 22:31:08,2025-09-08,2025,9,8,22
TXN_0027132,BANK_3,CUST_0174,5746.1,2025-09-08 22:30:01,2025-09-08,2025,9,8,22
TXN_0026909,BANK_1,CUST_0028,1450.43,2025-09-08 22:28:06,2025-09-08,2025,9,8,22
TXN_0027130,BANK_3,CUST_0121,5201.82,2025-09-08 22:27:39,2025-09-08,2025,9,8,22
TXN_0027266,BANK_4,CUST_0123,320.92,2025-09-08 22:27:08,2025-09-08,2025,9,8,22
TXN_0026928,BANK_1,CUST_0091,1719.2,2025-09-08 22:21:00,2025-09-08,2025,9,8,22
TXN_0027178,BANK_3,CUST_0120,728.63,2025-09-08 22:16:34,2025-09-08,2025,9,8,22
TXN_0027119,BANK_2,CUST_0192,678.66,2025-09-08 22:13:48,2025-09-08,2025,9,8,22
TXN_0027483,BANK_5,CUST_0040,421.61,2025-09-08 22:12:14,2025-09-08,2025,9,8,22
TXN_0026995,BANK_2,CUST_0018,1589.36,2025-09-08 22:11:17,2025-09-08,2025,9,8,22
TXN_0027272,BANK_4,CUST_0049,3.55,2025-09-08 22:09:51,2025-09-08,2025,9,8,22
TXN_0026959,BANK_2,CUST_0125,9263.1,2025-09-08 22:01:22,2025-09-08,2025,9,8,22
TXN_0027279,BANK_4,CUST_0143,2448.51,2025-09-08 22:01:20,2025-09-08,2025,9,8,22
TXN_0026969,BANK_2,CUST_0101,3428.23,2025-09-08 21:57:48,2025-09-08,2025,9,8,21
TXN_0026988,BANK_2,CUST_0134,42.73,2025-09-08 21:50:48,2025-09-08,2025,9,8,21
TXN_0027204,BANK_3,CUST_0032,3366.85,2025-09-08 21:49:23,2025-09-08,2025,9,8,21
TXN_0027061,BANK_2,CUST_0046,1199.82,2025-09-08 21:47:56,2025-09-08,2025,9,8,21
TXN_0027423,BANK_5,CUST_0122,2541.38,2025-09-08 21:46:27,2025-09-08,2025,9,8,21
TXN_0027262,BANK_4,CUST_0072,2758.31,2025-09-08 21:44:38,2025-09-08,2025,9,8,21
TXN_0027184,BANK_3,CUST_0139,1506.49,2025-09-08 21:42:35,2025-09-08,2025,9,8,21
TXN_0027338,BANK_5,CUST_0054,455.46,2025-09-08 21:41:16,2025-09-08,2025,9,8,21
TXN_0027330,BANK_5,CUST_0048,200.72,2025-09-08 21:39:55,2025-09-08,2025,9,8,21
TXN_0027229,BANK_3,CUST_0169,1181.76,2025-09-08 21:37:38,2025-09-08,2025,9,8,21
TXN_0027399,BANK_5,CUST_0148,1299.46,2025-09-08 21:36:24,2025-09-08,2025,9,8,21
TXN_0026948,BANK_2,CUST_0001,75.46,2025-09-08 21:36:21,2025-09-08,2025,9,8,21
TXN_0027301,BANK_4,CUST_0029,1252.74,2025-09-08 21:33:05,2025-09-08,2025,9,8,21
TXN_0026976,BANK_2,CUST_0189,107.15,2025-09-08 21:31:28,2025-09-08,2025,9,8,21
TXN_0026908,BANK_1,CUST_0184,661.33,2025-09-08 21:30:15,2025-09-08,2025,9,8,21
TXN_0026917,BANK_1,CUST_0142,878.24,2025-09-08 21:27:44,2025-09-08,2025,9,8,21
TXN_0026942,BANK_2,CUST_0188,4955.46,2025-09-08 21:25:08,2025-09-08,2025,9,8,21
TXN_0026923,BANK_1,CUST_0128,732.01,2025-09-08 21:20:53,2025-09-08,2025,9,8,21
TXN_0027079,BANK_2,CUST_0103,1733.05,2025-09-08 21:18:59,2025-09-08,2025,9,8,21
TXN_0027104,BANK_2,CUST_0144,1159.71,2025-09-08 21:18:52,2025-09-08,2025,9,8,21
TXN_0026960,BANK_2,CUST_0143,10.92,2025-09-08 21:13:48,2025-09-08,2025,9,8,21
TXN_0027323,BANK_5,CUST_0124,119.08,2025-09-08 21:12:37,2025-09-08,2025,9,8,21
TXN_0027288,BANK_4,CUST_0173,975.32,2025-09-08 21:11:21,2025-09-08,2025,9,8,21
TXN_0026975,BANK_2,CUST_0049,1156.18,2025-09-08 21:10:55,2025-09-08,2025,9,8,21
TXN_0027405,BANK_5,CUST_0147,404.65,2025-09-08 21:07:23,2025-09-08,2025,9,8,21
TXN_0027433,BANK_5,CUST_0043,2228.61,2025-09-08 21:04:43,2025-09-08,2025,9,8,21
